|img_url|sex|traits|birth|weight|diet|breeder|location|price|payments|shipping|trades|first_posted|last_updated|animal_id|group_id|origin|num_likes|snake_url|img|title
0|https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/pied_pythons/2022/10/20221010171211.858-310053975_5100916339-225x190c.jpeg?signature=219C2E2B3F507F560D700B50E1B6BB34E32DDEDA9876089123D857357A9010A4|male|{'Piebald', 'Clown', 'Banana'}||100g|Frozen/Thawed Mouse|Pied Pythons|Brentwood, England|GB£2,500.00 (Approx. US$3,032.31)||45.00-65.00 (Domestic)||10/10/22|12/01/22|22234|||8|https://www.morphmarket.com/gb/c/reptiles/pythons/ball-pythons/1223963|<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=225x190 at 0x2115A6D0B20>|Banana Clown Pied
1|https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/thefloridareptileranch/2021/12/20211216162408.614-2E1BB7D0-FD37-4B6C-A-225x190c.jpeg?signature=26F11D14AA9F7E00C5230210C44D817F12E75CD5AA9BC6E12A5490E505A7EA99|female|{'Piebald', 'Clown', 'Banana'}|2021|125g|Live Mouse|Reptile Ranch|Tampa, Florida|US$7,000.00|||No Trades|12/16/21|01/25/22|000042517|||5|https://www.morphmarket.com/us/c/reptiles/pythons/ball-pythons/760537|<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=225x190 at 0x2114B4019D0>|Banana Clown Pied
2|https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/thefloridareptileranch/2021/09/20210929181921.136-9D8D1298-7B26-4FEF-8-225x190c.jpeg?signature=D44F1224BB551A9D083A6A0817ACBAB4F5DE2725FF1FB60EB37DC0592073E0F8|female|{'Piebald', 'Clown', 'Banana'}|2021|100g|Live Mouse|Reptile Ranch|Tampa, Florida|US$7,000.00|||No Trades|09/29/21|10/04/21|36156|||18|https://www.morphmarket.com/us/c/reptiles/pythons/ball-pythons/690906|<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=225x190 at 0x2115A6D0760>|Banana Clown Pied
3|https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/hollandsnakes/2021/07/20210731093818.199-IMG_1081-225x190c.jpeg?signature=CF4DC4ECB83668A132435D5CFC7555047EB729E5A94AEDC6A18D7CB5E1E6CF59|male|{'Piebald', 'Clown', 'Banana'}|2021|100g|Live Rat|Hollandsnakes|Julianadorp, North Holland|4,250.00 € (Approx. US$4,448.31)|PayPal Friends & Family, Personal Check, Wire Transfer, Cash|||09/07/21|09/27/21||||1|https://www.morphmarket.com/nl/c/reptiles/pythons/ball-pythons/621652|<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=225x190 at 0x2115A672700>|Banana Clown Pied
4|https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/marcel/2021/06/20210606180625.244-IMG_20210604_205705-225x190c.jpeg?signature=D5F459920A94DCFCF9B98DF2C5F214289383F1752B61AC882EE0829E4C149C8A|male|{'Piebald', 'Clown', 'Banana'}|20th May 2021|62g|Live Mouse|M.E|Albstadt, Baden-Württemberg|3,950.00 € (Approx. US$4,134.31)|PayPal Friends & Family, Cash|||06/06/21|06/15/21||||2|https://www.morphmarket.com/de/c/reptiles/pythons/ball-pythons/579540|<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=225x190 at 0x2114B4206D0>|Banana Clown Pied
5|https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/thefloridareptileranch/2020/09/20200930221757.824-985C3C53-DBB3-4962-B-225x190c.jpeg?signature=DA63EB2FD8D3D1B2FD62B32DFD65839D57DEE6E3BE80C6384D4C58D26FA20D58|female|{'Piebald', 'Clown', 'Banana'}|2020|150g||Reptile Ranch|Tampa, Florida|US$7,000.00|||No Trades|11/13/20|11/18/20|Bcpf201|||17|https://www.morphmarket.com/us/c/reptiles/pythons/ball-pythons/437722|<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=225x190 at 0x2115A6D0F10>|Banana Clown Pied
6|https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/hollandsnakes/2019/10/20191006070359.490-2019-07-1417.09.56-225x190c.jpeg?signature=2001AC002CBB37091DB415127C416F1BFB37B3651BC4A12453A1FAD88B5173B6|male|{'Piebald', 'Clown', 'Banana'}|2019||Live Rat|Hollandsnakes|Julianadorp, North Holland|400.00 € (Approx. US$418.66)|PayPal Friends & Family, Personal Check, Wire Transfer, Cash|||11/17/19|01/26/20|bphcl-19-m|||1|https://www.morphmarket.com/nl/c/reptiles/pythons/ball-pythons/259275|<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=225x190 at 0x2115A6D01C0>|BananaPied 66% Het.Clown
7|https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/brockwagner/2019/09/20190902192659.324-1B3BA4F8-EC41-48A9-9-225x190c.jpeg?signature=1110B7B95295D8B234D94A15D37CF19A3FD7427F770BA00CA8C24D32E29E2CD5|male|{'Piebald', 'Clown', 'Banana'}||140g|Live Mouse|Brock Wagner|Lincoln, Nebraska|US$609.00||At Least 75.00 (Domestic)|No Trades|10/15/19|11/05/19||||5|https://www.morphmarket.com/us/c/reptiles/pythons/ball-pythons/241990|<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=225x190 at 0x2115963C850>|Banana Double Pied Clown
8|https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/thefloridareptileranch/2019/09/20190915200253.857-382C4EA0-8AD9-4C8F-9-225x190c.jpeg?signature=9975079DAFCE12489BE8E281CCD4232545C58501CCE0FC09FF03BC84F60E5EF7|female|{'Piebald', 'Clown', 'Banana'}|2019|150g|Live Mouse|Reptile Ranch|Tampa, Florida|US$7,500.00|||No Trades|09/15/19|10/05/19|bcpf1|||32|https://www.morphmarket.com/us/c/reptiles/pythons/ball-pythons/248329|<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=225x190 at 0x211575609A0>|Banana Clown Pied
